"id","query","product_title","product_description","median_relevance","relevance_variance"
2624,"robe","madison park signatur cashmer robe gift box","indulg incred soft cashmer fabric ultim premium cashmer robe made numberperc cashmer best qualiti design lightweight robe perfect year round warmth featur tie belt flatter fit",3,1.02
2628,"patio umbrella","jordan manufactur numberfoot steel market umbrella","made spun polyest avail multipl color numberfoot steel market umbrella ideal way provid shade outdoor area sturdi steel pole featur easi use crank tilt option conveni shade",3,0.471
2629,"small brass bow","reflectionz girl bright pink glitter grosgrain small hair bow clippi"," fashion hair bow allig clippi just littl girl reflectionz sparkl accent grosgrain hair bow measur approxim number number inch number number inch perfect hair accessori complet outfit",1,0.471
2630,"sunglass polar","boll king polar sunglass shini tns","boll king polar sunglass hard find sunglass will suit well boll king polar sunglass make feel like majesti kingdom glass perfect sunglass suppos block sun classic combin shini black grey polar lens support classic look will never go style king sunglass durabl polycarbon lens made result len number time shockresist glass three time unrival precis clariti asid light weight optic boll lens infus carbogla armour shell side give protect need scratch damag thermogrip keep sunglass place can focus s realli import look nice pair eleg sunglass good boll s king polar sunglass one ",4,0
2635,"hawaiian shirt","la leela men hawaiian paradis print button shirt beach swim camp","get readi beachsid fun wear casual shirt la leela design lightweight wrinklefre shirt secur front button",4,0.471
2636,"men dress shirt","graham graham men dress shirt tie set green check","handsom men dress shirt tie set will definit make thing bit easier let total honest mix match pattern color dress shirt neckwear probabl isnt one strong might well let one awesom long sleev shirt tie set work dont youll abl cut dash silhouett everywher boardroom danc floor place best part fabul dress shirt tie set dont mind one bit steal credit pick flatter match either come green check pattern machin wash",4,0
2641,"adida pant","genuin dicki men flatfront comfort waist pant","updat wardrob stylish comfort dicki men flatfront comfort waist pant multius pocket design cottonpolyest blend resist wrinkl abras better dicki men pant can worn straight wash carri wallet key multius pocket minimalist look singl button closur zipper fli wrinklefre men pant design includ belt loop conveni",2,0.471
2649,"skecher women shoe","avia missi girl breath lightweight crosstrain shoe","busi day play friend will never avia missi girl breath lightweight crosstrain shoe can play hide alway feel comfi cute pair great wear school afternoon play date friend",3,0.943
2652,"button shirt","bogoss men stripe print long sleev button shirt","command attent bogoss men stripe print long sleev button shirt stylish octagon solid yellow interior collar line uniqu print stripe button busi casual",4,0
2655,"neck pillow","scienc sleep neck support pillow","firm neck bolster base polyesterfil pillow combin gentl fill head portion combin produc perfect support align back side sleeper pillow fit standard pillowcas",4,0.943
2663,"sleep bag","big agn bald mountain sleep bag number degre synthet zip","bald mountain sound like scari place visit vision wont near frighten spend night bald mountain numberdegre synthet sleep bag hirsut cat big agn youll warm even hair fall courtesi contour drawcord hood mummi shape increas warmth decreas weight synthet pinneco core insul that wrap tough nylon shell unlik pinneco warm even get also breathabl use core screen layer resist extern moistur activ draw condens insid keep warm wolverin dri sand worm night draft collar draft zipper lock draft didnt see insotect tubic baffl construct use verticallybaffl insul better conform provid superior loft support can also mate togeth left rightzip bag feel need doublewid",4,0
2665,"kobo eread","griffin powerblock 10w number w output power number v number v ac input voltag number v dc output voltag number number o","wall charger detach usb cabl griffin set standard ac powerblock powerblock spacesav energysav charger connect smartphon devic charg includ microusb cabl lowprofil wall charger work ac outlet deliv number number optim deliv number watt safe charg fold plug blade make powerblock mobil easi carri backpack luggag recommend galaxi android window smartphon general inform manufactur griffin technolog manufactur part number na37821 brand name griffin product line powerblock product name powerblock 10w product type ac adapt technic inform devic support tablet pc ebook reader smartphon usb devic power descript input voltag number v ac number v ac output voltag number v dc maximum output power number w maximum output current number number miscellan packag content powerblock 10w numberfoot fetach microusb connector cabl compat samsung galaxi tab tablet pc ebook reader kobo amazon kindl smartphon brand nexus blackberri warranti",1,0
2669,"face cream","clarin extrafirm eye wrinkl number numberounc smooth cream","extrafirm eye wrinkl smooth cream formul clarin antiwrinkl cream reduc look crow feet fatigu",4,0.471
2670,"screen protector samsung","insten clear screen protector samsung ativ odyssey"," insten screen protector samsung ativ odyssey will protect phone unwant scratch dust particl",4,0.471
2673,"projector","mini home cinema theater 1080p hd multimedia usb led projector av tv vga hdmi jd","ebay item apr number number number number view revis item specif td mini home cinema theater 1080p hd multimedia usb led projector av tv vga hdmi jd ",4,0
2675,"vanilla scent perfum","vanilla roll bottl perfum oil scent fragranc","",3,0.49
2678,"shaver panason","panason es8243a e arc4 men electr shaver","ebay item mar number number number number view revis item specif condit use ",4,0
2681,"aroma diffus","ultrason mini led usb essenti oil air humidifi aromatherapi aroma diffus","",4,0
2684,"notebook paper","kraft handmad journal memo notebook blank paper notepad retro diari draw mini","",3,0.748
2686,"bluetooth speaker","jlab crasher bluetooth speaker assort color","crasher hifi digit amp power two jlab engin fullrang driver fresh mid high rich room fill sound rear passiv subwoof pump enough bass wake neighbor outlast wet blanket crasher boast 2x recharg ion batteri size keep parti go number hour word abe stop built mic speaker phone make take call easier creat perfect portabl confer experi whitecollar need problem crasher one bluetooth speaker market can fulli charg smartphon tablet continu blast favorit plug full size usb port juic abc alway crasher sleek yet rug anod aluminum hous boast electr color scheme complement perfect sound crush acoust crasher come standard usb ac power aux usb match microfib carri pouch play well ipad window kindl devic bluetooth number 5mm jack",4,0
2693,"nike shox","nike shox vaeda women wolf ","synthet upper featur support overlay flexibl enhanc fit feel fivepuck nike shox midsol platform provid specif cushion better overal ride help reduc risk impactrel injuri outsol featur combin carbon rubber heel durabl rubber forefoot plush ride wt number number oz",4,0
2699,"led monitor","dell e2414h number led lcd monitor number number number","design reliabl clear brilliant screen environmentconsci design rigor reliabl test defin dell number monitor e2414h essenti featur highresolut widescreen display featur need help boost product outstand qualiti rigor test processqu monitor help ensur longterm perform reliabl environmentconsci built compli latest environment regulatori standard",4,0
